x,y,guess,correct
すり板ガラスt=5.0W100×H100,すり板ガラス５㍉,すり板ガラス５㍉,1
複層ｶﾞﾗｽFL8+A12+FL8特寸6.0㎡以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,1
複層ガラスt232.0㎡以下FL5+A12+Low-E6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
耐食鏡W600×H900TOTO:YM6090F同等,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
フロートガラスt5W40×H1700,透明フロート５㍉,透明フロート５㍉,1
網入磨板ガラスt=6.8W100×H1900,網入磨ガラス６．８㍉,網入磨ガラス６．８㍉,1
強化ｶﾞﾗｽ厚さ8.0mm250×500(SSD-101),ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
すり板ｶﾞﾗｽFS5特寸2.18㎡以下,すり板ガラス５㍉,すり板ガラス５㍉,1
強化ｶﾞﾗｽ厚52.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-ETP8+A6+TP82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A6+強化8,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A6+強化8,1
手術室OP3､9複層ｶﾞﾗｽFL6+A12+鉛入144.00m2以下,〈手術室OP3､9複層ｶﾞﾗｽFL6+A12+鉛入14〉,〈手術室OP3､9複層ｶﾞﾗｽFL6+A12+鉛入14〉,1
強化合わせガラスTG10+TG124.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,1
強化ｶﾞﾗｽt10W1055×H3000,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
複層ｶﾞﾗｽLowE12+A12+FL124.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12,1
複層ガラスt26W1500×H3057FL6+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL6,1
強化ｶﾞﾗｽ厚54.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,1
複層ガラスt282.0㎡以下FL8+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
(LSD-1)霞ｶﾞﾗｽt6120×875,型板ガラス６㍉,型板ガラス６㍉,1
フロートガラスt5100x100,透明フロート５㍉,透明フロート５㍉,1
型板ｶﾞﾗｽ厚4100×1800ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス４㍉※,型板ガラス４㍉※,1
LEa複層ｶﾞﾗｽLowe6+A12+HRT82.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,1
フロートガラスt62.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
複層ガラスt30W1500×H3179.7FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8,1
耐熱ガラスt8W1500×H2855,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
強化ｶﾞﾗｽ厚さ8㎜平面4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽLowE5+A12+FL5特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
化粧鏡W400×H800厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=124.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
複層ｶﾞﾗｽLE6+A12+FL5特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm150×150,型板ガラス４㍉,型板ガラス４㍉,1
複層ｶﾞﾗｽFTP5+A12+FL54.0㎡以下,ﾏｲﾎﾞｰｶﾍﾟｱ耐熱強化5+A12+FL5,ﾏｲﾎﾞｰｶﾍﾟｱ耐熱強化5+A12+FL5,1
複層ｶﾞﾗｽFL10+A12+FL104.00m2以下,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,1
強化ｶﾞﾗｽt6W100×H1800,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt54.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1745,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
(LSD-3)霞ｶﾞﾗｽt6200×875,型板ガラス６㍉,型板ガラス６㍉,1
強化ｶﾞﾗｽt104.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E8+A12+FL82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
ﾌﾛｰﾄｶﾞﾗｽ厚52.18m2以下,透明フロート５㍉,透明フロート５㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12.0mm特寸2.18㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
耐熱強化ｶﾞﾗｽt102.00m2以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)１０㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)１０㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+TP82.00㎡以下異形(切断有),ｻﾝﾊﾞﾗﾝｽLow-E6+A12+強化8（異形）,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+強化8（異形）,1
フロート板ガラス厚8.04.45㎡以下,透明フロート８㍉,透明フロート８㍉,1
複層ガラスt32W3825×H1800FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),1
化粧鏡W400×H800厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
強化ｶﾞﾗｽ厚さ8㎜平面4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
強化ｶﾞﾗｽt10W2039.5×H3500,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
複層ｶﾞﾗｽPWG6.8+A6+PSG62.00㎡以下,ﾍﾟｱｶﾞﾗｽPW6.8+A6+FL6,ﾍﾟｱｶﾞﾗｽPW6.8+A6+FL6,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1265,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt56.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
化粧鏡W450×H900厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
複層ガラス厚24.04.00㎡以下FL10+A6+FL8,ﾍﾟｱｶﾞﾗｽFL10+A6+FL8,ﾍﾟｱｶﾞﾗｽFL10+A6+FL8,1
化粧鏡厚6W1800×H500ｺｰﾅｰR加工,異形サンミラー６㍉･･･壁面／洗面,異形サンミラー６㍉･･･壁面／洗面,1
網入みがき板ｶﾞﾗｽ厚さ10W1251×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ5特寸2.18㎡以下,透明フロート５㍉,透明フロート５㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+TP82.00㎡以下異形(切断有),ｻﾝﾊﾞﾗﾝｽLow-E6+A12+強化8（異形）,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+強化8（異形）,1
強化ｶﾞﾗｽ厚さ12.0mm平面6.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=126.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
化粧鏡L1800×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
フロート板ガラス厚8.04.45㎡以下,透明フロート８㍉,透明フロート８㍉,1
防煙垂壁A網入型板ｶﾞﾗｽ厚6.8,サンスモークカットＴ（一般天井用）,サンスモークカットＴ（一般天井用）,1
フロート板ガラス厚8.02.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
型板ｶﾞﾗｽ厚42.18㎡以下,型板ガラス４㍉,型板ガラス４㍉,1
ﾄｲﾚ他化粧鏡防湿鏡t=6φ450日本板硝子ﾊｲﾐﾗｰDXⅡ同等品,異形ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ６㍉･･･壁面／洗面,異形ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ６㍉･･･壁面／洗面,1
ﾌﾛｰﾄｶﾞﾗｽt84.45m2以下,透明フロート８㍉,透明フロート８㍉,1
複層ｶﾞﾗｽFL6+A12+FL54.00m2以下,ﾍﾟｱｶﾞﾗｽFL5+A12+FL6,ﾍﾟｱｶﾞﾗｽFL5+A12+FL6,1
耐熱ガラスt5W1200×H2200,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
化粧鏡W400×H800厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
ﾌﾛｰﾄｶﾞﾗｽt104.45m2以下,透明フロート１０㍉,透明フロート１０㍉,1
強化ガラスt=6.02.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
合わせガラスﾌﾛｰﾄ5+ﾌﾛｰﾄ52.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
化粧鏡t5.0W1701.5×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=124.45㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6特寸4.45㎡以下,透明フロート６㍉,透明フロート６㍉,1
強化ｶﾞﾗｽ厚84.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
化粧鏡W450×H900厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt52.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=126.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
耐熱ガラスt6.5W1375×H2050,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
LEa複層ｶﾞﾗｽLowe6+A12+FL62.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×800(LD-K03他),型板ガラス４㍉,型板ガラス４㍉,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3300(2.7m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
複層ｶﾞﾗｽﾌﾛｰﾄt12+A12+ﾌﾛｰﾄt84.0m2以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL12,ﾍﾟｱｶﾞﾗｽFL8+A12+FL12,1
フロート板ガラス乳白色t6W40×H2100,透明フロート６㍉,透明フロート６㍉,1
鏡t6W2914×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
複層ｶﾞﾗｽLowE8+A12+T8W1875×H3450,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm1800×295(SD-303他),透明フロート６㍉,透明フロート６㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ15特寸9.09㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
強化ｶﾞﾗｽ厚5150×1500ﾀﾍﾟｽﾄﾘｰ加工,フロスト熱処理ガラス５㍉※,フロスト熱処理ガラス５㍉※,1
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5987×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,1
耐熱強化ｶﾞﾗｽ厚84.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽLowE8+A12+FL8特寸6.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
Ｌｏｗ－Ｅ複層ガラスLow-E8+A6+TP82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A6+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A6+強化8,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=152588×2800,透明フロート１５㍉,透明フロート１５㍉,1
ﾌﾛｰﾄｶﾞﾗｽt84.45m2以下,透明フロート８㍉,透明フロート８㍉,1
複層ｶﾞﾗｽLowE5+A12+FL5特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
複層ガラスt30W1500×H4563FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),1
防蝕鏡厚5W400×H1150,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
強化合わせｶﾞﾗｽ厚10.0+8.0H=1000,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化10H1000,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化10H1050,0
強化ｶﾞﾗｽ厚126.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6W100×H900,透明フロート６㍉,透明フロート６㍉,1
複層ｶﾞﾗｽLowE5+A12+FL5特寸6.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
複層ｶﾞﾗｽﾌﾛ-ﾄt6+A6+ﾌﾛ-ﾄt62.0m2以下,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=154.45㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
強化ガラスt=6.04.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
耐熱強化ｶﾞﾗｽ厚さ5.0mm平面2.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt8+A10+ﾌﾛｰﾄt8,ﾍﾟｱｶﾞﾗｽFL8+A10+FL8,ﾍﾟｱｶﾞﾗｽFL8+A10+FL8,1
合わせガラスﾌﾛｰﾄ5+ﾌﾛｰﾄ54.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
鏡防湿鏡厚5,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
自動扉衝突防止柵強化ｶﾞﾗｽ厚8,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
Low-E複層ガラス厚22.04.00㎡以下Low-E6+A6+FL10,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+FL10,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+FL10,1
複層ｶﾞﾗｽLE6+A12+FL5特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
強化ｶﾞﾗｽt10W2039.5×H3500,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
鏡t6W2595×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
化粧鏡300×600×厚5,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
耐熱強化ｶﾞﾗｽ厚さ5.0mm120×1800(SD-106'他),ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm150×150,型板ガラス４㍉,型板ガラス４㍉,1
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W150×H1600,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,1
強化ガラスt124.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
複層ガラスt32W1185×H3730FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),1
複層ｶﾞﾗｽﾌﾛｰﾄt10+A12+ﾌﾛｰﾄt64.0m2以下,ﾍﾟｱｶﾞﾗｽFL6+A12+FL10,ﾍﾟｱｶﾞﾗｽFL6+A12+FL10,1
ガラス手摺H1200斜部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200斜部,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200斜部,1
網入みがき板ｶﾞﾗｽ厚さ10W1585×H745,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
鏡t6W2595×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
強化ｶﾞﾗｽt10W2022×H3000,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
強化ガラスt=6.06.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3700(3.1m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8(L),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,0
強化ｶﾞﾗｽ厚さ12.0mm平面2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
強化合せｶﾞﾗｽ強化t5+強化t50.8m2以下(ﾋｰﾄｿｰｸ処理),ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化5+強化5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化5+強化5,1
強化ガラス戸t10W850×H2000,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×5100(4.4m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8(L),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,0
複層ｶﾞﾗｽLE6+A12+FL5特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
化粧鏡W450×H900厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
型板ｶﾞﾗｽ厚4150×150,型板ガラス４㍉,型板ガラス４㍉,1
複層ｶﾞﾗｽFL8+A12+FL8特寸4.0㎡以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,1
複層ガラスt244.0㎡以下FL6+A12+Low-E6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
倍強度ｶﾞﾗｽ厚さ8㎜特寸6.0㎡以下,HSﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,HSﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽLowE5+A12+FL52.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
強化ｶﾞﾗｽt8W1943×H3450,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽLowE5+A12+FL54.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
複層ｶﾞﾗｽLE6+A12+HTG5特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化5,1
複層ｶﾞﾗｽPSG6+A6+PSG62.00㎡以下,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,1
